full_name	category	status	action	starred_at	pushed_at	archived	stars	language	topics	description
run-llama/llama-hub	AI / LLM / Agent	1. 已封存	UNSTAR	2023-02-19	2024-03-01	True	3462	Jupyter Notebook		A library of data loaders for LLMs made by the community -- to be used with LlamaIndex and/or LangChain
carstenlebek/svelte-email	前端 / UI	4. 停更 (2-3年)	UNSTAR	2023-02-19	2024-04-04	False	548	Svelte	email|svelte|sveltekit	Write and send emails with Svelte ✉️🚀
jkeefe/aistudio-workshops	AI / LLM / Agent	3. 長期停更 (>3年)	UNSTAR	2023-02-18	2020-11-13	False	48	Jupyter Notebook		Workshops created by the Quartz AI Studio
facebookresearch/metaseq	其他 / 未分類	1. 已封存	UNSTAR	2023-02-18	2024-04-27	True	6547	Python		Repo for external large-scale work
cfortuner/promptable	AI / LLM / Agent	1. 已封存	UNSTAR	2023-02-17	2023-03-19	True	1745	TypeScript		Build LLM apps in Typescript/Javascript. 🧑‍💻 🧑‍💻 🧑‍💻 🚀 🚀 🚀 
GeneralMills/pytrends	後端 / API / 框架	1. 已封存	UNSTAR	2023-02-15	2024-08-10	True	3730	Python		Pseudo API for Google Trends 
supabase-community/supabase-ui-svelte	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2023-02-08	2023-04-19	False	137	Svelte	auth|javascript|login|magiclink|oauth|supabase|svelte	Supabase authentication UI for Svelte
TensorSpeech/TensorFlowTTS	媒體 / 影音處理	4. 停更 (2-3年)	UNSTAR	2023-02-05	2024-07-05	False	3996	Python	chinese-tts|fastspeech|fastspeech2|german-tts|japanese-tts|korea-tts|melgan|mobile-tts|multi-speaker-tts|multiband-melgan|parallel-wavegan|real-time|speech-synthesis|tacotron2|tensorflow2|text-to-speech|tflite|tts|vocoder|zh-tts	:stuck_out_tongue_closed_eyes: TensorFlowTTS: Real-Time State-of-the-art Speech Synthesis for Tensorflow 2 (supported including English, French, Korean, Chinese, German and Easy to adapt for other languages)
appvision-ai/fast-bert	機器學習 / 資料科學	4. 停更 (2-3年)	UNSTAR	2023-02-04	2024-08-19	False	1917	Python	bert|fast-bert|fastai|transformers	Super easy library for BERT based NLP models
RootbeerComputer/backend-GPT	AI / LLM / Agent	3. 長期停更 (>3年)	UNSTAR	2023-01-31	2023-06-26	False	2932	JavaScript		
transitive-bullshit/agentic	AI / LLM / Agent	1. 已封存	UNSTAR	2023-01-31	2026-02-11	True	18116	TypeScript	agents|ai|llms|openai	Your API ⇒ Paid MCP. Instantly.
acheong08/ChatGPT	開發工具 / CLI	1. 已封存	REVIEW	2023-01-31	2023-08-02	True	27900	Python	chatgpt|cli|gpt-35-turbo|gptchat|library|pypi-package|revchatgpt	Reverse engineered ChatGPT API
karpathy/nn-zero-to-hero	機器學習 / 資料科學	4. 停更 (2-3年)	REVIEW	2023-01-30	2024-08-18	False	24254	Jupyter Notebook		Neural Networks: Zero to Hero
facundoolano/aso	桌面 / 行動 App	4. 停更 (2-3年)	UNSTAR	2023-01-27	2023-11-15	False	861	JavaScript		Tools for app store optimization on iTunes and Google Play
timothybrooks/instruct-pix2pix	其他 / 未分類	4. 停更 (2-3年)	REVIEW	2023-01-23	2024-03-03	False	6884	Python		
yargs/yargs	其他 / 未分類	2. 描述標示棄用	REVIEW	2023-01-20	2026-09-04	False	11512	JavaScript		 yargs the modern, pirate-themed successor to optimist.
algolia/places	其他 / 未分類	1. 已封存	UNSTAR	2023-01-18	2023-02-02	True	5296	JavaScript	algolia|autocomplete|geo|geocoder|geolocation|places	:globe_with_meridians: Turn any <input> into an address autocomplete
greenteamtaiwan/green-map-taiwan	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2023-01-14	2019-04-09	False	1	Vue		
JingyunLiang/SwinIR	媒體 / 影音處理	4. 停更 (2-3年)	REVIEW	2023-01-10	2024-05-14	False	5585	Python	compression-artifact-reduction|deblocking|decompression|denoising|image-deblocking|image-denoising|image-restoration|image-sr|image-super-resolution|lightweight-image-super-resolution|low-level-vision|real-world-image-super-resolution|restoration|super-resolution|transformer|vision-transformer	SwinIR: Image Restoration Using Swin Transformer (official repository)
EddieHubCommunity/BioDrop	前端 / UI	1. 已封存	UNSTAR	2023-01-09	2024-07-01	True	5690	JavaScript	css|docker|hacktoberfest|html|javascript|mongodb|nextjs|nodejs|reactjs|tailwind	Connect to your audience with a single link. Showcase the content you create and your projects in one place. Make it easier for people to find, follow and subscribe.
karpathy/minGPT	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2023-01-07	2024-08-15	False	24865	Python		A minimal PyTorch re-implementation of the OpenAI GPT (Generative Pretrained Transformer) training
vincelwt/chatgpt-mac	AI / LLM / Agent	1. 已封存	UNSTAR	2023-01-06	2023-10-23	True	6260	JavaScript	chatgpt|gpt-3|macos|menubar|menubar-app|openai	ChatGPT for Mac, living in your menubar.
xinntao/Real-ESRGAN	機器學習 / 資料科學	4. 停更 (2-3年)	REVIEW	2022-09-10	2024-08-06	False	36695	Python	amine|denoise|esrgan|image-restoration|jpeg-compression|pytorch|real-esrgan|super-resolution	Real-ESRGAN aims at developing Practical Algorithms for General Image/Video Restoration.
alyssaxuu/motionity	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2022-09-03	2022-09-12	False	4100	JavaScript	after-effects|animation|audio|canva|canvas|editor|fabric|fabricjs|filters|javascript|keyframe|keyframes|motion|motion-graphics|timeline	The web-based motion graphics editor for everyone 📽
mcoulthurst/xd-user-journey	資料處理 / 爬蟲	3. 長期停更 (>3年)	UNSTAR	2022-08-14	2020-06-27	False	15	JavaScript		XD plugin to create initial layout of user journey from CSV file
mcoulthurst/user-journey	資料處理 / 爬蟲	3. 長期停更 (>3年)	UNSTAR	2022-08-13	2022-06-12	False	8	JavaScript	csv|journey|ui|user|ux	Dynamic web app to generate a user journey map based on CSV
berstend/puppeteer-extra	其他 / 未分類	4. 停更 (2-3年)	REVIEW	2022-08-12	2024-07-18	False	7399	JavaScript	automation|chrome|headless-browser|headless-chrome|lerna|monorepo|puppeteer|puppeteer-extra|puppeteer-plugins|recaptcha|stealth|user-preferences|yarn-workspaces	💯  Teach puppeteer new tricks through plugins.
borisdayma/dalle-mini	AI / LLM / Agent	4. 停更 (2-3年)	REVIEW	2022-06-05	2023-11-09	False	14737	Python		DALL·E Mini - Generate images from a text prompt
lord-denning/Huberman-Lab-Podcast-Transcripts	媒體 / 影音處理	3. 長期停更 (>3年)	UNSTAR	2022-05-31	2022-05-08	False	267			
soheilpro/mailwind	前端 / UI	4. 停更 (2-3年)	UNSTAR	2022-05-11	2023-11-06	False	3189	JavaScript	css|email|html|html-email|tailwind|tailwindcss	Use Tailwind CSS to design HTML emails.
BandaiNamcoResearchInc/Bandai-Namco-Research-Motiondataset	機器學習 / 資料科學	3. 長期停更 (>3年)	UNSTAR	2022-04-30	2023-07-04	False	3331	Python		This repository provides motion datasets collected by Bandai Namco Research Inc
Akryum/vue-observe-visibility	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2022-04-02	2022-11-08	False	1644	JavaScript		Detect when an element is becoming visible or hidden on the page.
ssssssss-team/spider-flow	資料處理 / 爬蟲	3. 長期停更 (>3年)	UNSTAR	2021-12-26	2023-06-14	False	11354	Java	crawler|jsoup|spider|spider-flow|web-crawler|web-spider|webcrawler|webspider|xpath	新一代爬虫平台，以图形化方式定义爬虫流程，不写代码即可完成爬虫。
ditdot-dev/vue-flow-form	前端 / UI	4. 停更 (2-3年)	UNSTAR	2021-11-12	2024-07-17	False	808	Vue	conversational-ui|form|form-generator|forms|questionnaire|quiz|survey|survey-form|typeform|vue|vue-components|vue2|vue3|vuejs	Create conversational conditional-logic forms with Vue.js.
ssreeramj/youtube_channels_analysis	機器學習 / 資料科學	3. 長期停更 (>3年)	UNSTAR	2021-10-31	2021-01-23	False	1	Python	data-analysis|heroku|pandas|python|streamlit|youtube	This web app gives a detailed analysis of the videos uploaded in a particular youtube channel.
pierreminik/lisa-templates	後端 / API / 框架	3. 長期停更 (>3年)	UNSTAR	2021-08-23	2020-12-12	False	17	PHP		Easily write templates filled with custom data that loads across your site.
alvarcarto/url-to-pdf-api	資料處理 / 爬蟲	4. 停更 (2-3年)	REVIEW	2021-06-17	2024-01-18	False	7103	HTML	chrome|headless|headless-chrome|heroku|heroku-button|html|invoice|pdf|puppeteer|receipt	Web page PDF/PNG rendering done right. Self-hosted service for rendering receipts, invoices, or any content.
PeachScript/vue-infinite-loading	前端 / UI	4. 停更 (2-3年)	UNSTAR	2021-06-06	2023-09-19	False	2646	JavaScript	infinite-scroll-plugin|vue	An infinite scroll plugin for Vue.js.
CyberPunkMetalHead/Binance-volatility-trading-bot	其他 / 未分類	3. 長期停更 (>3年)	UNSTAR	2021-06-01	2023-08-06	False	3495	Python		This is a fully functioning Binance trading bot that measures the volatility of every coin on Binance and places trades with the highest gaining coins If you like this project consider donating though the Brave browser to allow me to continuously improve the script.
supabase-community/nuxt-supabase	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2021-05-30	2023-03-16	False	172	TypeScript	nuxt|supabase|vue	A supa simple wrapper around Supabase.js to enable usage within Nuxt.
LinusBorg/portal-vue	前端 / UI	4. 停更 (2-3年)	UNSTAR	2021-05-14	2023-11-25	False	3886	Vue	portal|vuejs	A feature-rich Portal Plugin for Vue 3, for rendering DOM outside of a component, anywhere in your app or the entire document. (Vue 2 version: v2.portal-vue.linusb.org)
awes-io/awes-io	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2021-05-09	2019-08-09	False	862	PHP	boilerplate|crm-platform|laravel|nuxt|pwa|pwa-boilerplate|saas-boilerplate|spa|ssr|tailwindcss|ui-kit|vue	Awes.io // boilerplate based on Vue, Nuxt, TailwindCSS plus Laravel as a backend. 🤟
capacitor-community/auth0	其他 / 未分類	1. 已封存	UNSTAR	2021-05-01	2020-07-14	True	10	TypeScript	auth0|capacitor	
nextapps-de/winbox	桌面 / 行動 App	4. 停更 (2-3年)	REVIEW	2021-04-29	2024-08-15	False	6449	JavaScript	box|desktop|desktop-app|desktop-widget|frame|popup|winbox|window|window-manager|windowmanager|windows	WinBox is a modern HTML5 window manager for the Web.
Leecason/vue-rough-notation	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2021-04-23	2023-08-03	False	153	JavaScript	annotate|annotation|rough|sketchy|vue2|vue3	✏️rough-notation component for @vuejs, support Vue2 & 3.
nhn/tui.calendar	前端 / UI	1. 已封存	UNSTAR	2021-04-22	2024-06-24	True	12703	TypeScript	calendar|daily|frontend|fullcalendar|javascript|milestone|monthly|schedule|task|weekly	🍞📅A JavaScript calendar that has everything you need.
airform/airform	自架服務 / DevOps	4. 停更 (2-3年)	UNSTAR	2021-04-19	2024-06-18	False	515	TypeScript	airform|forms|hacktoberfest|html-forms|mailchimp|mailer|mailgun|sendgrid|sendmail|serverless|smtp	Functional HTML forms for Front-End Developers.
mementum/backtrader	開發工具 / CLI	4. 停更 (2-3年)	REVIEW	2021-03-25	2024-08-19	False	23145	Python	backtesting|metaclass|python|trading	Python Backtesting library for trading strategies
SortableJS/Vue.Draggable	前端 / UI	4. 停更 (2-3年)	REVIEW	2021-03-17	2024-03-04	False	20586	JavaScript	component|drag-and-drop|vue	Vue drag-and-drop component based on Sortable.js
jareware/chilipie-kiosk	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2021-03-11	2022-04-04	False	1398	HTML	dashboard|kiosk-mode|raspberry-pi	Easy-to-use Raspberry Pi image for booting directly into full-screen Chrome, with built-in convenience features for unattended operation. Perfect for dashboards and build monitors.
wagerfield/parallax	其他 / 未分類	4. 停更 (2-3年)	REVIEW	2021-01-21	2024-04-06	False	16579	JavaScript		Parallax Engine that reacts to the orientation of a smart device
freeCodeCamp/mail-for-good	其他 / 未分類	1. 已封存	UNSTAR	2021-01-16	2020-11-19	True	3814	JavaScript	email|email-campaigns|opensourceforgood	An open source email campaign management tool for nonprofits
AlvinIsonomia/LSTM-for-Chinese-Punctuation-Restoration	機器學習 / 資料科學	3. 長期停更 (>3年)	UNSTAR	2021-01-14	2019-04-25	False	58	Jupyter Notebook		基于Pytorch 1.0 实现的中文断句与标点符号恢复。
BingLingGroup/autosub	開發工具 / CLI	4. 停更 (2-3年)	UNSTAR	2021-01-13	2023-12-21	False	1960	Python	audio-segmentation|baidu-api|cloud-speech-api|substation-alpha|subtitles|voice-activity-detection|xfyun|xunfei-api	Command-line utility to transcribe/translate from video/audio/subtitles to subtitles 
VerbalExpressions/JSVerbalExpressions	其他 / 未分類	4. 停更 (2-3年)	REVIEW	2020-12-24	2024-08-07	False	12129	JavaScript	javascript-regular-expressions|verbalexpressions	JavaScript Regular expressions made easy
imranhsayed/gatsby-woocommerce-themes	後端 / API / 框架	3. 長期停更 (>3年)	UNSTAR	2020-11-14	2023-03-04	False	621	JavaScript	apollo|gatsby|gatsby-theme|gatsby-themes|gatsby-woocommerce-theme|graphql|hacktoberfest|hacktoberfest2020|headless-wordpress-framework|reactjs|woocommerce|wordpress|wp-graphql|yoast-seo	⚡ A Gatsby Theme for WooCommerce E-commerce site Gatsby WooCommerce WordPress
github1586/nuxt-bnhcp	後端 / API / 框架	3. 長期停更 (>3年)	UNSTAR	2020-10-23	2022-12-10	False	2126	Vue	nuxt|nuxt-module|nuxt3|nuxtjs-demo|vue-ssr	nuxt、node/express、vue、mysql、redis、socket.io (全栈-实战商城)～
michalsnik/aos	開發工具 / CLI	4. 停更 (2-3年)	REVIEW	2020-10-23	2024-03-26	False	28052	JavaScript		Animate on scroll library
sdras/page-transitions-travelapp	前端 / UI	4. 停更 (2-3年)	UNSTAR	2020-10-21	2023-10-17	False	1716	Vue	animations|native-like-transitions|nuxt|page-transitions|page-transitions-nuxt|page-transitions-vue|vue|vuejs	Travel App, Native-like Page Transitions
hilongjw/vue-lazyload	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2020-10-19	2023-06-30	False	7990	JavaScript	lazyload|vue|vue-lazyload	A Vue.js plugin for lazyload your Image or Component in your application.
krestaino/nuepress	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2020-10-12	2022-12-11	False	626	Vue	frontend|javascript|nuxt|rest-api|server-rendering|ssr|vue|vuex|web-app|wordpress	📖 Nuxt.js + WordPress REST API
bytedance/IconPark	前端 / UI	1. 已封存	UNSTAR	2020-09-30	2023-02-24	True	9056	TypeScript	fill|icon|icon-components|icons|multiple-themes|stroke|svg|svg-icon|vue-component|vue-next|vue3	🍎Transform an SVG icon into multiple themes, and generate React icons，Vue icons，svg icons
robinvdvleuten/vuex-persistedstate	前端 / UI	1. 已封存	UNSTAR	2020-09-30	2022-02-04	True	5672	JavaScript	hacktoberfest|localstorage|plugin|storage|vue|vuex	💾 Persist and rehydrate your Vuex state between page reloads.
bradley/Blotter	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2020-09-18	2020-07-28	False	3077	JavaScript	animation|creative-coding|css|design|glsl|glsl-shaders|javascript|lsd|text|typography|webgl	A JavaScript API for drawing unconventional text effects on the web.
NielsdeBlaauw/query-monitor-twig-profile	後端 / API / 框架	3. 長期停更 (>3年)	UNSTAR	2020-09-17	2023-02-24	False	32	PHP	hacktoberfest|performance|performance-analysis|plugin|query-monitor|timber|timber-library|twig|twig-profile|wordpress|wordpress-development|wordpress-plugin	Displays Twig profiler output in Query Monitor
niklasvh/html2canvas	其他 / 未分類	4. 停更 (2-3年)	REVIEW	2020-09-12	2024-07-18	False	31919	TypeScript	dom|javascript|screenshot	Screenshots with JavaScript
gridsome/gridsome	後端 / API / 框架	4. 停更 (2-3年)	REVIEW	2020-08-29	2024-04-10	False	8467	JavaScript	graphql|gridsome|jamstack|nodejs|static-site-generator|vue	⚡️ The Jamstack framework for Vue.js
ElemeFE/element	前端 / UI	4. 停更 (2-3年)	REVIEW	2020-08-25	2024-08-20	False	54053	Vue	components|element-ui|javascript|ui-kit|vue|vue-components|vuejs	A Vue.js 2.0 UI Toolkit for Web
animate-css/animate.css	前端 / UI	4. 停更 (2-3年)	REVIEW	2020-08-23	2024-07-29	False	82779	CSS	animation|css|css-animations|stylesheets	🍿 A cross-browser library of CSS animations. As easy to use as an easy thing.
mescroll/mescroll	前端 / UI	4. 停更 (2-3年)	UNSTAR	2020-08-10	2024-03-11	False	4456	Vue	bounce|css3|html5|iscroll|javascript|js-framework|nobounce|pull-refresh|pull-up-loading|vue	精致的下拉刷新和上拉加载 js框架.支持vue,完美运行于移动端和主流PC浏览器 (JS framework for pull-refresh and pull-up-loading)
tailwindlabs/tailwindcss-custom-forms	前端 / UI	1. 已封存	UNSTAR	2020-07-25	2021-08-31	True	1546	JavaScript		A better base for styling form elements with Tailwind CSS.
andrico1234/beautiful-skill-tree	其他 / 未分類	4. 停更 (2-3年)	UNSTAR	2020-07-19	2024-05-04	False	390	TypeScript		🌲🌲🌲Create beautiful skill trees for your web apps
utterance/utterances	開發工具 / CLI	4. 停更 (2-3年)	REVIEW	2020-07-18	2024-08-15	False	9692	TypeScript	blog|comments|comments-widget|github|utterances	:crystal_ball: A lightweight comments widget built on GitHub issues
minirefresh/minirefresh	其他 / 未分類	3. 長期停更 (>3年)	UNSTAR	2020-07-12	2018-04-23	False	1538	JavaScript	css3|js-framework|minirefresh|pull-down-refresh|pull-to-load|pull-to-refresh|pull-up-loading|pull-up-refresh|pulltorefresh|themes	优雅的H5 下拉刷新。零依赖，高性能，多主题，易拓展。(A Graceful HTML5 Drop-Down-Refresh Plugin. )
alex-damian/pulse	媒體 / 影音處理	3. 長期停更 (>3年)	UNSTAR	2020-06-28	2021-04-30	False	8022	Python		PULSE: Self-Supervised Photo Upsampling via Latent Space Exploration of Generative Models
baidu/AnyQ	其他 / 未分類	3. 長期停更 (>3年)	UNSTAR	2020-06-27	2020-11-28	False	2574	C++	dialogue|dialogue-systems|faq|faq-question-answering-system|faq-system|faqbot|qa-system|question-answering|semantic-matching	FAQ-based Question Answering System
heybourn/headwind	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2020-06-24	2023-07-29	False	1429	TypeScript	css|formatter|sorter|tailwind-css|tailwindcss|visual-studio-code|visual-studio-extension	An opinionated Tailwind CSS class sorter built for Visual Studio Code
OpenDiablo2/OpenDiablo2	遊戲開發	1. 已封存	UNSTAR	2020-06-21	2021-10-21	True	11089	Go	2d|arpg|diablo|diablo2|engine|game|game-engine|games|go|golang|open-source	An open source re-implementation of Diablo 2
astrit/css.gg	前端 / UI	4. 停更 (2-3年)	REVIEW	2020-06-17	2024-08-26	False	10043	JavaScript	adobe-xd|api|css|css-icon|customizable|figma|figma-ui-icons|icons|json|multiple-icons|npm|purecss|retina-ready|styled-components|svg|svg-icon|svg-icon-pack|svg-icons|svg-sprite|svg-sprites	700+ Pure CSS, SVG & Figma UI Icons, 6000+ glyphs, patterns, colors and layouts.
qkzhu/TULJ	桌面 / 行動 App	3. 長期停更 (>3年)	UNSTAR	2020-06-17	2020-11-23	False	1	Swift		
mertJF/tailblocks	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2020-06-14	2023-01-31	False	8888	JavaScript	css|tailblocks|tailwind|ui-components	Ready-to-use Tailwind CSS blocks.
RostiMelk/ACF-Tools	後端 / API / 框架	1. 已封存	UNSTAR	2020-06-10	2020-12-19	True	145	JavaScript	acf|acf-field|advanced-custom-fields|chrome-extension|wordpress	Advanced Custom Fields code made simple! 🙌
tomlecki/Bootimber	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2020-05-15	2020-02-14	False	13	HTML		Wordpress Theme with Twig, Timber, Bootstrap and Gulp automation
senguptaumd/Background-Matting	其他 / 未分類	3. 長期停更 (>3年)	UNSTAR	2020-04-26	2022-11-22	False	4765	Python		Background Matting: The World is Your Green Screen
zonble/ykk_installer	其他 / 未分類	1. 已封存	UNSTAR	2020-04-17	2021-03-18	True	269	C++		 A simple project that creates a modern installer for Yahoo! KeyKey input method.
phuocng/html-dom	前端 / UI	4. 停更 (2-3年)	REVIEW	2020-04-14	2024-06-06	False	6517	MDX	document-object-model|dom|dom-api|dom-manipulation|html|javascript|typescript	Common tasks of managing HTML DOM with vanilla JavaScript. Give me 1 ⭐if it’s useful.
purifycss/purifycss	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2020-03-15	2020-10-17	False	9846	JavaScript		Remove unused CSS. Also works with single-page apps.
NARKOZ/hacker-scripts	其他 / 未分類	4. 停更 (2-3年)	REVIEW	2020-01-20	2023-10-23	False	49818	JavaScript		Based on a true story
ganlanyuan/tiny-slider	前端 / UI	4. 停更 (2-3年)	REVIEW	2020-01-13	2024-08-02	False	5327	HTML	carousel|slider	Vanilla javascript slider for all purposes.
weilanwl/coloruicss	前端 / UI	4. 停更 (2-3年)	REVIEW	2019-12-09	2024-04-08	False	12382	Vue	css|mp-weixin|scss|uniapp|vue|vue2	鲜亮的高饱和色彩，专注视觉的小程序组件库
easy-mock/easy-mock	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2019-12-08	2023-01-09	False	8961	JavaScript	data-generator|easy-mock|javascript|mock|swagger|vue	A persistent service that generates mock data quickly and provids visualization view.
mailgun/transactional-email-templates	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2019-12-05	2022-02-03	False	6927	HTML		Responsive transactional HTML email templates
alyssaxuu/flowy	開發工具 / CLI	4. 停更 (2-3年)	REVIEW	2019-12-01	2024-07-13	False	12123	JavaScript	diagrams|drag-and-drop|engine|flowchart|javascript|javascript-library|marketing|marketing-automation|minimal|zapier	The minimal javascript library to create flowcharts ✨
hujingshuang/MTrans	後端 / API / 框架	3. 長期停更 (>3年)	UNSTAR	2019-11-28	2019-06-09	False	804	Java	api|baidu|google|httpclient|iciba|java|omics|sogou|tencent|translate|trycan|tts|youdao	Multi-source Translation
graceavery/tamagotchiTemp	其他 / 未分類	3. 長期停更 (>3年)	UNSTAR	2019-11-20	2020-10-11	False	1171			
jaredhanson/passport	後端 / API / 框架	4. 停更 (2-3年)	REVIEW	2019-11-10	2024-08-16	False	23534	JavaScript	express|nodejs|oauth|oauth2|openid|openid-connect|passport|saml	Simple, unobtrusive authentication for Node.js.
haoel/haoel.github.io	開發工具 / CLI	3. 長期停更 (>3年)	UNSTAR	2019-11-04	2023-05-11	False	13067	Shell		
cmiscm/leonsans	其他 / 未分類	3. 長期停更 (>3年)	UNSTAR	2019-09-03	2020-09-21	False	10171	JavaScript		Leon Sans is a geometric sans-serif typeface made with code in 2019 by Jongmin Kim.
google/live-transcribe-speech-engine	後端 / API / 框架	1. 已封存	UNSTAR	2019-08-21	2022-07-20	True	1501	Java		Live Transcribe is an Android application that provides real-time captioning for people who are deaf or hard of hearing. This repository contains the Android client libraries for communicating with Google's Cloud Speech API that are used in Live Transcribe.
lohanidamodar/flutter_ui_challenges	桌面 / 行動 App	1. 已封存	UNSTAR	2019-08-18	2024-08-18	True	4755	Dart	flutter|flutter-demo|flutter-examples|flutter-ui|flutter-ui-challenges|flutter-widget	Updated for Flutter 3.x ** 100+ Professional UI implementations with Code in Flutter. Available in Android, iOS, Linux and Web
bloc97/Anime4K	媒體 / 影音處理	4. 停更 (2-3年)	REVIEW	2019-08-16	2024-08-17	False	21353	Jupyter Notebook	anime|anime-upscaling|anime4k|cnn|computer-graphics|convolutional-neural-networks|denoising-algorithms|neural-networks|super-resolution|upsampling|upscaling|video|video-processing	A High-Quality Real Time Upscaler for Anime Video
TCMExposed/SiteSource	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2019-08-12	2019-07-13	False	86	HTML	blog|china|javascript|medicine|tcm	揭穿中医网站源文件
taki0112/UGATIT	機器學習 / 資料科學	3. 長期停更 (>3年)	UNSTAR	2019-08-09	2021-05-20	False	6116	Python		Official Tensorflow implementation of U-GAT-IT: Unsupervised Generative Attentional Networks with Adaptive Layer-Instance Normalization for Image-to-Image Translation (ICLR 2020)
alienzhou/frontend-tech-list	前端 / UI	3. 長期停更 (>3年)	UNSTAR	2019-08-03	2020-03-07	False	3569	HTML	css|frontend|html|javascript|list|pwa|security|tech	📝 Frontend Tech List for Developers 💡
peterq/pan-light	桌面 / 行動 App	4. 停更 (2-3年)	REVIEW	2019-07-08	2023-09-17	False	12123	Go	baiduyun|golang|qml|qt5	百度网盘不限速客户端, golang + qt5, 跨平台图形界面
typlog/china-indie-podcasts	其他 / 未分類	4. 停更 (2-3年)	UNSTAR	2019-06-10	2023-11-02	False	870	Nunjucks		发现与推荐高质量的中文独立播客
jogendra/LoadingShimmer	桌面 / 行動 App	3. 長期停更 (>3年)	UNSTAR	2019-05-26	2022-10-22	False	1601	Swift	animation|animations|carthage|cocoapods|framework|hacktoberfest|ios|ios-animation|ios-swift|ios11|labels|library|swift|swift-4|swift-framework|swift-library|swift-package-manager|swift4|xcode	An easy way to add a shimmering effect to any view with just one line of code. It is useful as an unobtrusive loading indicator.
davideuler/architecture.meituan-dianping	後端 / API / 框架	3. 長期停更 (>3年)	UNSTAR	2019-05-20	2022-09-04	False	723			互联网公司架构: 美团点评技术架构
jwagner/smartcrop.js	媒體 / 影音處理	4. 停更 (2-3年)	REVIEW	2019-04-30	2024-03-16	False	12954	JavaScript	image-processing|javascript|nodejs|smartcrop	Content aware image cropping
gxercavins/image-api	後端 / API / 框架	3. 長期停更 (>3年)	UNSTAR	2019-04-30	2023-05-01	False	76	Python		Image Processing API using Python + Flask + PIL
Louiszhai/tool	開發工具 / CLI	3. 長期停更 (>3年)	UNSTAR	2019-04-24	2022-08-25	False	5669	JavaScript	mac|tool	开发效率提升：Mac生产力工具链推荐
fogleman/rbgg	媒體 / 影音處理	3. 長期停更 (>3年)	UNSTAR	2019-04-21	2018-07-25	False	374	Go	go|golang|image-processing	Isolate and remove the background gradient from images of paper.
lib-pku/libpku	其他 / 未分類	3. 長期停更 (>3年)	REVIEW	2019-04-11	2022-01-05	False	33944	TeX		贵校课程资料民间整理
instantbox/instantbox	桌面 / 行動 App	4. 停更 (2-3年)	UNSTAR	2019-03-26	2024-03-12	False	4174	Python	docker|docker-compose|hacktoberfest|linux|linux-shell|web-shell	📦 Get a clean, ready-to-go Linux box in seconds.
mozilla/send	其他 / 未分類	1. 已封存	UNSTAR	2019-03-16	2021-05-21	True	13247	FreeMarker		Simple, private file sharing from the makers of Firefox
statping/statping	自架服務 / DevOps	4. 停更 (2-3年)	REVIEW	2019-03-11	2024-07-05	False	7291	Vue	application-monitoring|docker|golang-plugin|monitoring|notifier|prometheus|prometheus-exporter|server-monitor|statping|status-page|statuspage|uptime|website-monitor	Status Page for monitoring your websites and applications with beautiful graphs, analytics, and plugins. Run on any type of environment.
pwn20wndstuff/Undecimus	桌面 / 行動 App	3. 長期停更 (>3年)	UNSTAR	2019-02-24	2021-08-01	False	6622	C		unc0ver jailbreak for iOS 11.0 - 12.4
TheBerkin/rant3	遊戲開發	1. 已封存	UNSTAR	2019-02-09	2020-08-26	True	2933	C#		(Obsolete) Archive of Rant 3.x.
postlight/parser	資料處理 / 爬蟲	4. 停更 (2-3年)	REVIEW	2019-02-09	2024-07-10	False	5789	JavaScript	jest|labs|mercury|mercury-parser|node|parser|parser-library|rollup	📜 Extract meaningful content from the chaos of a web page
lancopku/pkuseg-python	開發工具 / CLI	3. 長期停更 (>3年)	UNSTAR	2019-01-10	2022-11-05	False	6709	Python	chinese-word-segmentation	pkuseg多领域中文分词工具; The pkuseg toolkit for multi-domain Chinese word segmentation
xumaohuai/Flutter-CuriosityApp	桌面 / 行動 App	3. 長期停更 (>3年)	UNSTAR	2019-01-08	2019-01-08	False	787	Dart		Flutter高仿好奇心日报
facebookresearch/pytext	機器學習 / 資料科學	1. 已封存	UNSTAR	2019-01-04	2022-10-17	True	6292	Python		A natural language modeling framework based on PyTorch
